idx,model,question,pred,gold,EM,F1,Recall@k
101,scb10x/typhoon-ocr-7b:latest,ปราสาทของชาวนอร์มันมีชื่อว่าอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],อาฟรานจี,0.0,0.0,1.0
102,scb10x/typhoon-ocr-7b:latest,ใครคือผู้นำตอนที่ชาวแฟรงก์เข้าไปในหุบเขายูเฟรติส,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],อูร์เซล,0.0,0.0,1.0
103,scb10x/typhoon-ocr-7b:latest,ชาวนอร์มันเข้าร่วมกับใครในอานาโตเลีย,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],กองกำลังชาวเติร์ก,0.0,0.0,1.0
104,scb10x/typhoon-ocr-7b:latest,หมู่เกาะคานารีอยู่ใกล้ชายฝั่งของทวีปใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ทวีปแอฟริกา,0.0,0.0,1.0
105,scb10x/typhoon-ocr-7b:latest,เทสลาเสียชีวิตในปีใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],1943,0.0,0.0,1.0
106,scb10x/typhoon-ocr-7b:latest,อะไรได้รับการตั้งชื่อตามเทสลาเพื่อเป็นเกียรติแก่เขา,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],หน่วยเอสไอของความหนาแน่นฟลักซ์แม่เหล็ก,0.0,0.0,1.0
107,scb10x/typhoon-ocr-7b:latest,เทสลาใช้ชีวิตอยู่ที่ใดมากที่สุด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],โรงแรมต่าง ๆ ในนิวยอร์ก,0.0,0.0,1.0
108,scb10x/typhoon-ocr-7b:latest,เทสลามีชื่อเสียงในวัฒนธรรมสมัยนิยมในฐานะอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],นักวิทยาศาสตร์สติเฟื่อง,0.0,0.0,1.0
109,scb10x/typhoon-ocr-7b:latest,เทสลาหาทุนอย่างไรในการสร้างผลงานของเขา,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สิทธิบัตร,0.0,0.0,1.0
110,scb10x/typhoon-ocr-7b:latest,เทสลาเสียชีวิตในปีใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],1943,0.0,0.0,1.0
111,scb10x/typhoon-ocr-7b:latest,ในการประชุมทั่วไปเกี่ยวกับระบบน้ำหนักและการชั่งตวงวัดในปี 1960 มีการตั้งชื่อสิ่งใดตามชื่อ เทสลา,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],หน่วยเอสไอของความหนาแน่นฟลักซ์แม่เหล็ก,0.0,0.0,1.0
112,scb10x/typhoon-ocr-7b:latest,ผู้คนเริ่มสนใจในเทสลาอีกครั้งเมื่อใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],1990,0.0,0.0,1.0
113,scb10x/typhoon-ocr-7b:latest,นอกเหนือจากความสำเร็จด้านวิทยาศาสตร์แล้ว เทสลายังมีชื่อเสียงในด้านใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ลูกเล่นในการอวดฝีมือ,0.0,0.0,1.0
114,scb10x/typhoon-ocr-7b:latest,เทสลาร่วมหุ้นกับใครในปี 1886,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],โรเบิร์ต เลน และเบนจามิน เวล,0.0,0.0,1.0
115,scb10x/typhoon-ocr-7b:latest,เลนและเวลสนับสนุนเงินทุนแก่อะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เทสลาอิเล็กทริกไลต์แอนด์แมนูแฟคเจอริง,0.0,0.0,1.0
116,scb10x/typhoon-ocr-7b:latest,บริษัท เทสลาเทสลาอิเล็กทริกไลต์แอนด์แมนูแฟคเจอริง ทำอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ติดตั้ง ระบบส่องสว่างโดยใช้แสงจากการอาร์กไฟฟ้า ซึ่งออกแบบโดย เทสลา,0.0,0.0,1.0
117,scb10x/typhoon-ocr-7b:latest,เทสลา ได้รับอะไรเป็นครั้งแรกหลังจากเริ่มก่อตั้งบริษัท,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สิทธิบัตร,0.0,0.0,1.0
118,scb10x/typhoon-ocr-7b:latest,บริษัทของเทสลาผลิตอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ระบบส่องสว่างโดยใช้แสงจากการอาร์กไฟฟ้า,0.0,0.0,1.0
119,scb10x/typhoon-ocr-7b:latest,หุ้นส่วนใหม่ของเทสลามีชื่อว่าอะไรบ้าง,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],โรเบิร์ต เลน และเบนจามิน เวล,0.0,0.0,1.0
120,scb10x/typhoon-ocr-7b:latest,เทสลา เลน และเวล เริ่มเป็นหุ้นส่วนกันเมื่อใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],1886,0.0,0.0,1.0
121,scb10x/typhoon-ocr-7b:latest,บริษัทที่นักธุรกิจทั้งสองสนับสนุนเงินทุนชื่อว่าอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เทสลาอิเล็กทริกไลต์แอนด์แมนูแฟคเจอริง,0.0,0.0,1.0
122,scb10x/typhoon-ocr-7b:latest,บริษัท เทสลาเทสลาอิเล็กทริกไลต์แอนด์แมนูแฟคเจอริง ทำอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ติดตั้ง ระบบส่องสว่างโดยใช้แสงจากการอาร์กไฟฟ้า,0.0,0.0,1.0
123,scb10x/typhoon-ocr-7b:latest,ใครเป็นผู้ออกแบบระบบส่องสว่างโดยใช้แสงจากการอาร์กไฟฟ้าซึ่งบริษัท เทสลาอิเล็กทริกไลต์แอนด์แมนูแฟคเจอริง ติดตั้ง,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เทสลา,0.0,0.0,1.0
124,scb10x/typhoon-ocr-7b:latest,เทสลาได้รับสิทธิบัตรเครื่องส่งผ่านไฟฟ้าเมื่อใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],1900,0.0,0.0,1.0
125,scb10x/typhoon-ocr-7b:latest,ใครเป็นคนแรกที่ส่งสัญญาณวิทยุข้ามมหาสมุทรแอตแลนติก,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],กูลเยลโม มาร์โกนี,0.0,0.0,1.0
126,scb10x/typhoon-ocr-7b:latest,การสาธิตส่งสัญญาณวิทยุของมาร์โกนีเกิดขึ้นเมื่อใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],1901,0.0,0.0,1.0
127,scb10x/typhoon-ocr-7b:latest,สิทธิบัตรของเทสลากลับมาใช้ได้ดังเดิมเมื่อใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],1943,0.0,0.0,1.0
128,scb10x/typhoon-ocr-7b:latest,องค์กรใดเป็นผู้ตัดสินใจให้สิทธิบัตรของเทสลาใช้ได้ดังเดิม,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ศาลสูงสุดของสหรัฐอเมริกา,0.0,0.0,1.0
129,scb10x/typhoon-ocr-7b:latest,มีผู้ได้รับการเสนอชื่อให้ได้รับรางวัลกี่คนในปี 1915,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],38,0.0,0.0,1.0
130,scb10x/typhoon-ocr-7b:latest,ใครได้รับการเสนอชืาอในปี 1915,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เอดิสัน,0.0,0.0,1.0
131,scb10x/typhoon-ocr-7b:latest,เทสลาได้รับการเสนอชื่อให้ได้รับรางวัลโนเบลในปีใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],1937,0.0,0.0,1.0
132,scb10x/typhoon-ocr-7b:latest,บทความใดได้รับการตีพิมพ์ในปี 1937,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],"""เครื่องจักรสำหรับยุติ สงคราม",0.0,0.0,1.0
133,scb10x/typhoon-ocr-7b:latest,คำกล่าวนั้นทำให้ทัศนคติด้านศาสนาของเขาเป็นอย่างไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],คลุมเครือ,0.0,0.0,1.0
134,scb10x/typhoon-ocr-7b:latest,ในชื่อของบทความ เครื่องจักรหวังที่จะยุติสิ่งใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สงคราม,0.0,0.0,1.0
135,scb10x/typhoon-ocr-7b:latest,วิทยาการคอมพิวเตอร์เชิงทฤษฎีสาขาใดที่ข้องเกี่ยวกับการจัดหมวดหมู่ปัญหาทางการคำนวณตามความยากและความสัมพันธ์,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ทฤษฎีความซับซ้อนในการคำนวณ,0.0,0.0,1.0
136,scb10x/typhoon-ocr-7b:latest,โจทย์ปัญหาทางการคำนวณได้รับการจัดหมวดหมู่จากคุณสมบัติหลักใดโดยใช้ทฤษฎีความซับซ้อนในการคำนวณ,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],คุณสมบัติความยาก,0.0,0.0,1.0
137,scb10x/typhoon-ocr-7b:latest,คำศัพท์ใดใช้เรียกภารกิจซึ่งโดยทั่วไปแล้วยินยอมให้ตัวมันเองได้รับการแก้ไขด้วยคอมพิวเตอร์,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],โจทย์ปัญหาในการคำนวณ,0.0,0.0,1.0
138,scb10x/typhoon-ocr-7b:latest,ในโจทย์ปัญหาทางการคำนวณ อะไรสามารถเรียกได้ว่าเป็นสายอักขระของตัวอักษรหนึ่ง ๆ,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],อินสแตนซ์ของโจทย์ปัญหา,0.0,0.0,1.0
139,scb10x/typhoon-ocr-7b:latest,ตัวอักษรที่ถูกใช้มากที่สุดในอินสแตนซ์ของโจทย์ปัญหามีชื่อว่าอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ไบนารี,0.0,0.0,1.0
140,scb10x/typhoon-ocr-7b:latest,สายของอินสแตนซ์ของโจทย์ปัญหาเรียกอีกอย่างว่าอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สายบิต,0.0,0.0,1.0
141,scb10x/typhoon-ocr-7b:latest,ปกติแล้วจำนวนเต็มเขียนเป็นสัญลักษณ์ได้อย่างไรในการถอดรหัสวัตถุทางคณิตศาสตร์,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สัญกรณ์ไบนารี,0.0,0.0,1.0
142,scb10x/typhoon-ocr-7b:latest,กราฟสามารถได้รับการถอดรหัสด้วยวิธีใด,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เมตริกซ์ประชิด,0.0,0.0,1.0
143,scb10x/typhoon-ocr-7b:latest,โดยปกติแล้วโจทย์ปัญหาฟังก์ชั่นนั้นสามารถได้รับการเปลี่ยนรูปอย่างไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ให้เป็นโจทย์ปัญหาสำหรับตัดสินใจ,0.0,0.0,1.0
144,scb10x/typhoon-ocr-7b:latest,ถ้าจำนวนเต็มสองจำนวนได้รับการคูณและแสดงผลลัพธ์ออกมา เซตที่นำมาแทนค่าเรียกว่าอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เซตของสาม,0.0,0.0,1.0
145,scb10x/typhoon-ocr-7b:latest,เวลาที่เครื่องจักรทัวริงเชิงกำหนดต้องการในการแสดงผลคำตอบเขียนเป็นสัญลักษณ์ว่าอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],การเปลี่ยนสถานะ,0.0,0.0,1.0
146,scb10x/typhoon-ocr-7b:latest,ทฤษฎีความซับซ้อนจัดหมวดหมู่โจทย์ปัญหาโดยใช้อะไรเป็นเกณฑ์,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ความยาก,0.0,0.0,1.0
147,scb10x/typhoon-ocr-7b:latest,ชุดของโจทย์ปัญหาซึ่งสามารถได้รับการแก้ภายในเวลาบนเครื่องจักรทัวริงเชิงกำหนดเขียนเป็นสัญลักษณ์ว่าอะไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],DTIME(f(n)),0.0,0.0,1.0
148,scb10x/typhoon-ocr-7b:latest,อะไรคือทรัพยากรที่ได้รับการวัดซึ่งจำเป็นที่สุดในการประเมินความสามารถในการคำนวณของเครื่องจักรทัวริงในการแก้โจทย์ปัญหาชุดใด ๆ ที่ได้รับ,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เวลา,0.0,0.0,1.0
149,scb10x/typhoon-ocr-7b:latest,โดยทั่วไปแล้วหมวดหมู่ของความซับซ้อนได้รับการสันนิษฐานว่าเป็นอย่างไรซึ่งยังไม่ได้รับการพิสูจน์,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เป็นที่สงสัยว่าไม่เท่ากัน,0.0,0.0,1.0
150,scb10x/typhoon-ocr-7b:latest,หมวดหมู่ของความซับซ้อนซึ่งเป็นที่สงสัยว่าไม่เท่ากันสามารถเขียนเป็นสัญลักษณ์ได้อย่างไร,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],P ⊆ NP ⊆ PP ⊆ PSPACE,0.0,0.0,1.0
151,scb10x/typhoon-ocr-7b:latest,"สามารถหาหมวดหมู่ของความซับซ้อน RP, BPP, PP, BQP, MA, และ PH ได้ที่ใด",[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ระหว่าง P และ PSPACE,0.0,0.0,1.0
152,scb10x/typhoon-ocr-7b:latest,หลักฐานใดที่อยู่ระหว่างและท่ามกลางหมวดหมู่ของความซับซ้อนที่จะสามารถแสดงถึงจุดผกผันของทฤษฎีความซับซ้อน,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],การพิสูจน์ว่าหมวดหมู่ใดๆ จากหมวดหมู่เหล่านี้ไม่เท่ากัน,0.0,0.0,1.0
153,scb10x/typhoon-ocr-7b:latest,ในอดีตรูปแบบการลงโทษทางร่างกายเกิดขึ้นบ่อยแค่ไหน?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เป็นหนึ่งในรูปแบบการฝึกของโรงเรียนที่พบได้บ่อยที่สุด,0.0,0.0,1.0
154,scb10x/typhoon-ocr-7b:latest,ที่ใดที่ไม่มีการลงโทษทางร่างกายแล้วบ้าง?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ประเทศตะวันตกเกือบทุกประเทศ,0.0,0.0,1.0
155,scb10x/typhoon-ocr-7b:latest,มีประเทศตะวันตกประเทศใดบ้างที่ยังอนุญาตให้มีการลงโทษทางร่างกายอยู่?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สหรัฐ,0.0,0.0,1.0
156,scb10x/typhoon-ocr-7b:latest,หน่วยงานสหรัฐหน่วยงานใดที่กล่าวว่าการลงโทษทางร่างกายเป็นไปตามรัฐธรรมนูญ?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ศาลฎีกาของสหรัฐอเมริกา,0.0,0.0,1.0
157,scb10x/typhoon-ocr-7b:latest,การลงโทษทางร่างกายมีผลต่อนักเรียนอย่างไรบ้าง?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ความเจ็บปวดทางร่างกาย,0.0,0.0,1.0
158,scb10x/typhoon-ocr-7b:latest,กลุ่มใดที่ครูในเวลส์สามารถลงทะเบียนด้วยได้?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สหภาพแรงงาน,0.0,0.0,1.0
159,scb10x/typhoon-ocr-7b:latest,เกิดอะไรขึ้นกับอายุเฉลี่ยของครูในเวลส์?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],น้อยลง,0.0,0.0,1.0
160,scb10x/typhoon-ocr-7b:latest,เมื่อไรที่การโจมตีครูเกิดขึ้นมากสุด?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ระหว่างปี 2005 และ 2010,0.0,0.0,1.0
161,scb10x/typhoon-ocr-7b:latest,NASUWT คืออะไร?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สหภาพแรงงาน,0.0,0.0,1.0
162,scb10x/typhoon-ocr-7b:latest,การโจมตีครูก่อให้เกิดอะไร?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ความกังวล,0.0,0.0,1.0
163,scb10x/typhoon-ocr-7b:latest,ในสหรัฐ ใครเป็นผู้กำหนดคุณสมบัติที่ต้องการสำหรับครู?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],แต่ละรัฐ,0.0,0.0,1.0
164,scb10x/typhoon-ocr-7b:latest,ใบประกาศนียบัตรการสอนมีผลนานที่สุดเท่าไร?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สิบปี,0.0,0.0,1.0
165,scb10x/typhoon-ocr-7b:latest,สิ่งที่ครูโรงเรียนรัฐต้องมีเป็นอย่างน้อยคืออะไร?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ปริญญาตรี,0.0,0.0,1.0
166,scb10x/typhoon-ocr-7b:latest,ใครที่ไม่บังคับว่าครูต้องมีการรับรอง?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],โรงเรียนในกำกับของรัฐ,0.0,0.0,1.0
167,scb10x/typhoon-ocr-7b:latest,โรงเรียนในกำกับรัฐบาลต้องการว่าครูของพวกเขาถึงมาตรฐานเพื่อผ่านการรับรองโดยอะไร?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],No Child Left Behind,0.0,0.0,1.0
168,scb10x/typhoon-ocr-7b:latest,ชื่อของครูทางจิตวิญญาณในศาสนาฮินดูชื่ออะไร?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],กูรู,0.0,0.0,1.0
169,scb10x/typhoon-ocr-7b:latest,การเน้นในเรื่องการให้คำปรึกษาทางจิตวิญญาณในศาสนาฮินดูนั้นสูงหรือต่ำ?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สูงมาก,0.0,0.0,1.0
170,scb10x/typhoon-ocr-7b:latest,ใครที่กูรูควบคุม?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ลูกศิษย์,0.0,0.0,1.0
171,scb10x/typhoon-ocr-7b:latest,ในส่วนไหนที่เป็นเรื่องปกติสำหรับการให้คำปรึกษาทางจิตวิญญาณที่สูงมาก?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ตะวันตก,0.0,0.0,1.0
172,scb10x/typhoon-ocr-7b:latest,ครูสอนธรรมะในพุทธศาสนาทิเบตมีชื่อว่าอะไร?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ลามะ,0.0,0.0,1.0
173,scb10x/typhoon-ocr-7b:latest,สิ่งที่ลามะมุ่งมั่นที่จะทำคืออะไร?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เกิดใหม่,0.0,0.0,1.0
174,scb10x/typhoon-ocr-7b:latest,อะไรคือชื่อของการปฎิญาณพระโพธิสัตว์?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ตุลกุ,0.0,0.0,1.0
175,scb10x/typhoon-ocr-7b:latest,ลามะตกลงที่จะเกิดใหม่มากแค่ไหน?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],หลายครั้ง,0.0,0.0,1.0
176,scb10x/typhoon-ocr-7b:latest,อะไรช่วยให้ลามะมุ่งมั่นที่จะเกิดใหม่?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],พระวรสารและสิทธิ,0.0,0.0,1.0
177,scb10x/typhoon-ocr-7b:latest,"งานเขียนของลูเทอร์กระจายไปยังฝรั่งเศส, อังกฤษและอิตาลีเมื่อใด?",[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],1519,0.0,0.0,1.0
178,scb10x/typhoon-ocr-7b:latest,ใครเดินทางมายัง Wittenberg เพื่อฟังลูเทอร์พูด?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],นักเรียน,0.0,0.0,1.0
179,scb10x/typhoon-ocr-7b:latest,ช่วงใดในอาชีพของลูเทอร์ที่เป็นหนึ่งในช่วงที่ผลิตผลงานมากที่สุด?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เริ่มต้น,0.0,0.0,1.0
180,scb10x/typhoon-ocr-7b:latest,ผลงานที่เป็นที่รู้จักมากที่สุดของลูเทอร์เผยแพร่เมื่อใด?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],1520,0.0,0.0,1.0
181,scb10x/typhoon-ocr-7b:latest,นอกจากการเผยแพร่หนังสือ To the Christian Nobility of the German Nation และ On the Babylonian Captivity of the Churchแล้ว ผลงานอื่นชิ้นใดที่ลูเทอร์เขียนในปี 1520?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],On the Freedom of a Christian,0.0,0.0,1.0
182,scb10x/typhoon-ocr-7b:latest,ลูเทอร์ขยายการโจมตีของเขาเพื่อเพิ่มหลักคำสอนของคริสตจักรเมื่อใด?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ฤดูร้อนปี 1521,0.0,0.0,1.0
183,scb10x/typhoon-ocr-7b:latest,ลูเทอร์ได้บรรยายคนจำนวนมากที่ถูกมองเป็นเครื่องสังเวยว่าอย่างไร?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ถูกตราหน้าว่าเป็นพวกบูชา,0.0,0.0,1.0
184,scb10x/typhoon-ocr-7b:latest,ลูเทอร์เรียกพิธีมิสซาแทนที่การสังเวยว่าอะไร?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ของขวัญ,0.0,0.0,1.0
185,scb10x/typhoon-ocr-7b:latest,หลังการปฏิเสธการสารภาพแบบบังคับ ลูเทอร์เรียกร้องอะไรอีก?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],การสารภาพและการให้อภัยเป็นการส่วนตัว,0.0,0.0,1.0
186,scb10x/typhoon-ocr-7b:latest,ลูเทอร์บอกอะไรกับพระและแม่ชีเกี่ยวกับคำสาบานของพวกเขาบ้าง?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ทำลายคำสาบาน,0.0,0.0,1.0
187,scb10x/typhoon-ocr-7b:latest,อะไรคือสิ่งที่เป็นที่ต้องการในยุคของมาร์ติน ลูเทอร์?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],สิ่งพิมพ์ภาษาเยอรมัน,0.0,0.0,0.0
188,scb10x/typhoon-ocr-7b:latest,ผลงานชิ้นใดของลูเทอร์ที่ได้รับความนิยม?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],คัมภีร์ไบเบิล,0.0,0.0,1.0
189,scb10x/typhoon-ocr-7b:latest,ความนิยมของงานแปลของลูเทอร์นำไปสู่อะไร?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],วิวัฒนาการของภาษาและวรรณกรรมเยอรมัน,0.0,0.0,1.0
190,scb10x/typhoon-ocr-7b:latest,ศิลปินท่านใดที่ทำงานแกะสลักไม้ให้กับไบเบิลของลูเทอร์?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ลูคัส ครานัค,0.0,0.0,1.0
191,scb10x/typhoon-ocr-7b:latest,ผลงานแปลไบเบิลของใครที่ได้รับอิทธิพลจาก Luther Bible?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],วิลเลียม ทนเดล,0.0,0.0,1.0
192,scb10x/typhoon-ocr-7b:latest,อะไรทำให้ลูเทอร์เขียนเพลงสวด?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เหตุการณ์ชีวิตของเขา,0.0,0.0,1.0
193,scb10x/typhoon-ocr-7b:latest,ทำไมโยฮันน์ เอชและเฮนริช โวถูกประหารโดยโบสถ์คาทอลิก?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],เพราะมุมมองแบบลูเทอร์แรน,0.0,0.0,1.0
194,scb10x/typhoon-ocr-7b:latest,เพลงสวดอะไรที่ลูเทอร์แต่งหลังเอชและโวถูกฆ่าด้วยเรื่องศาสนา?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],Ein neues Lied wir heben an,0.0,0.0,1.0
195,scb10x/typhoon-ocr-7b:latest,ใครคือผู้แปลเพลงสวดนี้เป็นภาษาอังกฤษ?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],จอห์น ซี เมสเซนเจอร์,0.0,0.0,1.0
196,scb10x/typhoon-ocr-7b:latest,เพลงสวดนี้เป็นที่รู้จักในชื่อภาษาอังกฤษว่าอะไร?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],Flung to the Heedless Winds,0.0,0.0,1.0
197,scb10x/typhoon-ocr-7b:latest,อะไรคือสิ่งที่ถูกค้นพบในภายหลังที่เขียนโดยลูเทอร์?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],คำพูดสุดท้ายของเขา,0.0,0.0,1.0
198,scb10x/typhoon-ocr-7b:latest,คำพูดเกือบทั้งหมดถูกเขียนในภาษาใด?,[ERROR calling Ollama: 500 Server Error: Internal Server Error for url: http://localhost:11434/api/generate],ภาษาละติน,0.0,0.0,1.0
